P000001, 2, 3, 9, 0, -1, -8, 6, 13, 42, 7, 0, 0, 0, 0, 0, 0, 0, 0, 6, 84, 0, 0, 6, 0, 0, 0, 0, 4, 4, 0, 6, 7, 3, 1, 2, 2, 
P000002, 2, 3, 9, 0, -1, -8, 0, 0, 15, 5, 0, 0, 0, 12, 0, 11, 0, 0, 27, 0, 30, 60, 0, 0, 0, 0, 6, 0, 12, 0, 3, 5, 1, 9, 6, 2, 
P000004, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 8, 0, 7, 0, 0, 0, 0, 9, 0, 48, 8, 0, 14, 0, 14, 48, 0, 0, 0, 2, 1, 1, 7, 6, 8, 2, 
P000008, 2, 3, 9, 0, -1, -8, 0, 0, 6, 0, 0, 0, 0, 7, 0, 0, 0, 0, 12, 24, 0, 0, 40, 0, 0, 0, 1, 9, 8, 8, 3, 2, 5, 4, 1, 8, 
P000010, 2, 3, 9, 0, -1, -8, 0, 0, 0, 1, 0, 1, 0, 10, 0, 9, 0, 0, 25, 0, 8, 24, 0, 0, 0, 0, 8, 0, 24, 0, 5, 1, 1, 5, 8, 3, 
P000012, 2, 3, 9, 0, -1, -8, 0, 11, 28, 0, 0, 7, 0, 0, 0, 0, 0, 0, 16, 0, 0, 21, 0, 0, 0, 0, 3, 4, 3, 1, 4, 7, 1, 4, 3, 1, 
P000015, 2, 3, 9, 0, -1, -8, 0, 0, 0, 4, 9, 20, 5, 0, 0, 0, 0, 12, 0, 48, 16, 0, 35, 0, 0, 12, 0, 0, 0, 0, 1, 4, 5, 3, 4, 7, 
P000021, 2, 3, 9, 0, -1, -8, 0, 0, 0, 4, 5, 4, 0, 0, 0, 6, 0, 0, 27, 0, 8, 16, 0, 0, 0, 18, 2, 0, 0, 0, 3, 4, 1, 9, 2, 2, 
P000023, 2, 3, 9, 0, -1, -8, 9, 0, 0, 0, 5, 6, 0, 13, 0, 0, 0, 0, 36, 0, 4, 12, 0, 4, 0, 8, 0, 0, 0, 0, 9, 2, 3, 4, 2, 1, 
P000024, 2, 3, 9, 0, -1, -8, 0, 0, 54, 0, 0, 0, 7, 0, 0, 7, 0, 9, 0, 54, 6, 0, 14, 0, 0, 0, 0, 0, 2, 2, 9, 6, 7, 1, 1, 2, 
P000027, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 13, 0, 0, 4, 0, 0, 0, 0, 4, 120, 0, 0, 56, 2, 8, 12, 6, 0, 0, 0, 2, 5, 8, 2, 6, 7, 
P000029, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 72, 72, 0, 49, 1, 9, 8, 8, 0, 0, 0, 1, 9, 7, 1, 8, 7, 
P000035, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 7, 1, 63, 0, 0, 12, 1, 10, 9, 9, 0, 0, 0, 1, 7, 4, 1, 9, 3, 
P000036, 2, 3, 9, 0, -1, -8, 0, 0, 0, 4, 5, 0, 0, 0, 0, 7, 0, 0, 24, 0, 12, 60, 0, 0, 9, 18, 3, 0, 0, 0, 4, 4, 1, 6, 3, 5, 
P000041, 2, 3, 9, 0, -1, -8, 0, 11, 28, 0, 0, 0, 9, 0, 0, 0, 0, 18, 7, 56, 8, 0, 81, 0, 0, 0, 0, 0, 0, 9, 7, 4, 9, 1, 2, 9, 
P000043, 2, 3, 9, 0, -1, -8, 1, 10, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 135, 5, 0, 0, 0, 0, 4, 3, 0, 1, 9, 5, 7, 3, 1, 
P000044, 2, 3, 9, 0, -1, -8, 7, 0, 0, 0, 0, 6, 0, 15, 0, 0, 0, 0, 56, 0, 18, 18, 0, 8, 11, 24, 0, 0, 0, 0, 7, 6, 1, 8, 3, 1, 
