P000305, 2, 2, 9, 0, -1, -6, 0, 0, 16, 0, 9, 0, 0, 0, 0, 8, 0, 7, 0, 0, 4, 4, 5, 2, 
P000270, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 8, 0, 0, 0, 0, 8, 0, 5, 0, 0, 4, 8, 4, 1, 
P000382, 2, 2, 9, 0, -1, -6, 0, 0, 18, 0, 6, 0, 0, 0, 0, 9, 0, 5, 0, 0, 2, 9, 4, 1, 
P000012, 2, 2, 9, 0, -1, -6, 0, 0, 54, 0, 14, 0, 0, 0, 0, 18, 0, 8, 0, 0, 9, 6, 5, 3, 
P000253, 2, 2, 9, 0, -1, -6, 0, 0, 18, 0, 8, 0, 0, 0, 0, 42, 0, 12, 0, 0, 3, 6, 5, 7, 
P000147, 2, 2, 9, 0, -1, -6, 0, 0, 24, 0, 0, 0, 11, 30, 0, 0, 0, 12, 0, 0, 6, 4, 5, 7, 
P000052, 2, 2, 9, 0, -1, -6, 0, 7, 0, 0, 3, 0, 9, 0, 0, 0, 0, 0, 4, 0, 2, 5, 1, 4, 
P000084, 2, 2, 9, 0, -1, -6, 0, 0, 18, 0, 15, 0, 10, 0, 0, 0, 0, 0, 48, 0, 9, 2, 6, 8, 
P000442, 2, 2, 9, 0, -1, -6, 0, 0, 36, 0, 0, 0, 13, 6, 0, 0, 0, 8, 0, 0, 6, 6, 1, 7, 
P000344, 2, 2, 9, 0, -1, -6, 0, 0, 24, 0, 6, 0, 0, 0, 0, 48, 0, 10, 0, 0, 4, 6, 2, 8, 
P000489, 2, 2, 9, 0, -1, -6, 0, 0, 72, 0, 14, 0, 0, 0, 0, 64, 0, 13, 0, 0, 9, 8, 5, 8, 
P000080, 2, 2, 9, 0, -1, -6, 0, 7, 0, 0, 11, 0, 0, 0, 0, 18, 0, 15, 0, 0, 5, 2, 6, 9, 
P000019, 2, 2, 9, 0, -1, -6, 0, 0, 12, 0, 6, 0, 0, 0, 0, 20, 0, 8, 0, 0, 3, 4, 3, 5, 
