P000003, 2, 2, 9, 0, -1, -7, 0, 0, 4, 0, 0, 14, 0, 2, 56, 0, 0, 0, 0, 0, 1, 4, 2, 7, 
P000005, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 12, 15, 0, 0, 70, 0, 0, 0, 14, 0, 5, 1, 7, 2, 
P000006, 2, 2, 9, 0, -1, -7, 0, 4, 0, 0, 0, 14, 0, 9, 63, 0, 0, 0, 0, 0, 3, 1, 3, 7, 
P000009, 2, 2, 9, 0, -1, -7, 0, 0, 18, 0, 0, 18, 0, 24, 144, 0, 0, 0, 0, 0, 3, 6, 8, 1, 
P000013, 2, 2, 9, 0, -1, -7, 0, 4, 0, 0, 0, 18, 0, 0, 180, 18, 0, 0, 0, 0, 2, 2, 5, 9, 
P000017, 2, 2, 9, 0, -1, -7, 0, 0, 24, 0, 0, 12, 0, 0, 24, 6, 0, 0, 0, 0, 4, 6, 1, 1, 
P000020, 2, 2, 9, 0, -1, -7, 0, 0, 36, 0, 0, 18, 0, 0, 180, 6, 0, 0, 0, 0, 6, 6, 5, 1, 
P000023, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 15, 0, 36, 36, 0, 0, 0, 9, 0, 4, 1, 9, 1, 
P000025, 2, 2, 9, 0, -1, -7, 0, 0, 8, 0, 3, 16, 0, 0, 80, 0, 0, 0, 0, 0, 1, 8, 2, 5, 
P000027, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 15, 5, 0, 84, 0, 0, 0, 12, 0, 7, 1, 3, 4, 
P000031, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 13, 16, 0, 0, 72, 0, 0, 0, 8, 0, 9, 1, 4, 2, 
P000034, 2, 2, 9, 0, -1, -7, 0, 0, 9, 0, 0, 11, 0, 0, 36, 12, 0, 0, 0, 0, 3, 3, 1, 4, 
P000037, 2, 2, 9, 0, -1, -7, 0, 0, 8, 0, 0, 19, 0, 2, 128, 0, 0, 0, 0, 0, 1, 8, 2, 8, 
P000038, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 6, 13, 0, 0, 48, 0, 0, 0, 24, 0, 2, 1, 4, 6, 
P000039, 2, 2, 9, 0, -1, -7, 0, 7, 0, 0, 0, 17, 0, 6, 192, 0, 0, 0, 0, 0, 3, 4, 2, 8, 
P000041, 2, 2, 9, 0, -1, -7, 0, 4, 0, 0, 0, 15, 0, 4, 84, 0, 0, 0, 0, 0, 1, 3, 4, 7, 
P000044, 2, 2, 9, 0, -1, -7, 0, 0, 9, 0, 8, 12, 0, 0, 45, 0, 0, 0, 0, 0, 3, 3, 5, 1, 
P000045, 2, 2, 9, 0, -1, -7, 0, 6, 0, 0, 0, 17, 0, 0, 192, 12, 0, 0, 0, 0, 2, 4, 8, 3, 
P000047, 2, 2, 9, 0, -1, -7, 0, 0, 8, 0, 3, 18, 0, 0, 112, 0, 0, 0, 0, 0, 1, 8, 2, 7, 
P000048, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 15, 0, 0, 84, 12, 0, 0, 4, 0, 7, 3, 1, 4, 
P000051, 2, 2, 9, 0, -1, -7, 0, 5, 0, 0, 0, 13, 0, 0, 96, 12, 0, 0, 0, 0, 2, 3, 4, 4, 
P000056, 2, 2, 9, 0, -1, -7, 0, 0, 24, 0, 0, 16, 0, 32, 96, 0, 0, 0, 0, 0, 8, 3, 4, 1, 
P000058, 2, 2, 9, 0, -1, -7, 0, 0, 5, 0, 8, 22, 0, 0, 315, 0, 0, 0, 0, 0, 1, 5, 7, 9, 
P000060, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 18, 0, 35, 175, 0, 0, 8, 0, 0, 5, 5, 7, 1, 
P000062, 2, 2, 9, 0, -1, -7, 0, 0, 24, 0, 0, 14, 0, 0, 96, 12, 0, 0, 0, 0, 4, 6, 2, 2, 
P000064, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 16, 4, 0, 128, 0, 0, 0, 8, 0, 8, 2, 4, 2, 
P000066, 2, 2, 9, 0, -1, -7, 0, 0, 3, 0, 6, 16, 0, 0, 105, 0, 0, 0, 0, 0, 1, 3, 5, 7, 
P000067, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 15, 0, 0, 160, 16, 0, 0, 8, 0, 5, 4, 2, 4, 
P000073, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 16, 0, 8, 48, 0, 0, 0, 48, 0, 1, 1, 8, 6, 
P000084, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 18, 0, 0, 240, 24, 0, 0, 16, 0, 5, 3, 2, 8, 
P000085, 2, 2, 9, 0, -1, -7, 0, 0, 6, 0, 4, 12, 0, 0, 60, 0, 0, 0, 0, 0, 2, 3, 2, 5, 
P000086, 2, 2, 9, 0, -1, -7, 0, 0, 4, 0, 0, 17, 0, 20, 140, 0, 0, 0, 0, 0, 4, 1, 5, 7, 
P000098, 2, 2, 9, 0, -1, -7, 0, 0, 24, 0, 0, 14, 0, 0, 72, 18, 0, 0, 0, 0, 4, 6, 1, 3, 
P000099, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 7, 12, 0, 0, 36, 6, 0, 0, 18, 0, 1, 2, 6, 3, 
P000100, 2, 2, 9, 0, -1, -7, 0, 0, 2, 0, 0, 18, 0, 18, 108, 0, 0, 0, 0, 0, 2, 1, 9, 6, 
P000106, 2, 2, 9, 0, -1, -7, 0, 0, 8, 0, 0, 16, 0, 16, 80, 0, 0, 0, 0, 0, 8, 1, 2, 5, 
P000115, 2, 2, 9, 0, -1, -7, 0, 0, 18, 0, 0, 21, 0, 2, 162, 0, 0, 0, 0, 0, 2, 9, 1, 9, 
P000116, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 12, 16, 0, 0, 105, 0, 0, 0, 21, 0, 5, 1, 7, 3, 
P000120, 2, 2, 9, 0, -1, -7, 0, 0, 12, 0, 0, 13, 0, 0, 60, 4, 0, 0, 0, 0, 3, 4, 5, 1, 
P000121, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 13, 0, 0, 18, 9, 0, 0, 18, 0, 1, 1, 2, 9, 
P000122, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 13, 0, 6, 96, 0, 0, 0, 8, 0, 3, 4, 2, 4, 
P000123, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 10, 0, 0, 24, 12, 0, 0, 8, 0, 1, 3, 2, 4, 
P000124, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 8, 12, 0, 0, 45, 0, 0, 0, 9, 0, 5, 1, 3, 3, 
P000140, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 18, 0, 18, 180, 0, 0, 0, 4, 0, 9, 5, 2, 2, 
P000141, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 16, 0, 0, 168, 8, 0, 7, 0, 0, 7, 2, 3, 4, 
P000144, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 16, 0, 7, 105, 0, 0, 0, 21, 0, 1, 5, 7, 3, 
P000145, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 5, 21, 0, 0, 256, 0, 0, 0, 8, 0, 4, 8, 1, 8, 
P000146, 2, 2, 9, 0, -1, -7, 0, 0, 7, 0, 0, 17, 3, 0, 98, 0, 0, 0, 0, 0, 7, 1, 7, 2, 
P000149, 2, 2, 9, 0, -1, -7, 0, 15, 0, 0, 0, 17, 0, 0, 56, 8, 0, 0, 0, 0, 7, 8, 1, 1, 
P000150, 2, 2, 9, 0, -1, -7, 0, 0, 0, 0, 0, 13, 0, 0, 96, 6, 0, 0, 12, 0, 4, 2, 4, 3, 
