P000001, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 27, 0, 12, 0, 0, 0, 0, 0, 105, 0, 0, 45, 0, 0, 7, 0, 0, 0, 0, 5, 3, 9, 7, 1, 5, 
P000002, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 32, 0, 0, 70, 7, 0, 0, 20, 0, 0, 0, 0, 8, 2, 1, 4, 5, 7, 
P000003, 2, 3, 9, 0, -1, -9, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 36, 144, 0, 0, 0, 0, 0, 0, 9, 0, 6, 4, 4, 7, 9, 1, 
P000005, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 40, 0, 0, 216, 6, 0, 0, 72, 0, 0, 0, 0, 5, 4, 6, 8, 9, 1, 
P000006, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 6, 90, 0, 0, 0, 0, 0, 0, 18, 0, 8, 1, 5, 8, 6, 3, 
P000010, 2, 3, 9, 0, -1, -9, 0, 0, 6, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 60, 0, 0, 48, 0, 0, 0, 0, 0, 40, 0, 2, 3, 6, 2, 5, 8, 
P000014, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 35, 0, 4, 0, 0, 0, 0, 0, 120, 0, 0, 21, 0, 0, 12, 0, 0, 0, 0, 2, 5, 7, 2, 6, 3, 
P000015, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 14, 42, 0, 0, 32, 0, 0, 6, 0, 0, 0, 0, 7, 1, 8, 2, 3, 4, 
P000021, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 64, 0, 0, 36, 0, 0, 0, 0, 0, 0, 36, 0, 8, 1, 1, 8, 9, 4, 
P000022, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 24, 6, 0, 56, 0, 0, 8, 0, 0, 0, 0, 1, 3, 8, 4, 2, 7, 
P000025, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 81, 0, 8, 320, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 8, 9, 4, 5, 
P000029, 2, 3, 9, 0, -1, -9, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56, 0, 0, 15, 0, 0, 0, 0, 0, 5, 0, 8, 7, 3, 1, 1, 5, 
P000040, 2, 3, 9, 0, -1, -9, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 0, 0, 360, 0, 0, 0, 0, 0, 0, 8, 0, 3, 5, 9, 7, 8, 1, 
P000043, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 32, 0, 0, 63, 0, 0, 8, 0, 0, 0, 0, 4, 1, 9, 4, 2, 7, 
P000046, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 63, 0, 9, 36, 0, 0, 12, 0, 0, 0, 0, 0, 7, 3, 4, 9, 3, 1, 
P000048, 2, 3, 9, 0, -1, -9, 0, 0, 2, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 70, 0, 0, 36, 0, 0, 0, 0, 9, 0, 0, 1, 2, 9, 7, 5, 4, 
P000052, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 36, 0, 0, 8, 0, 0, 18, 0, 0, 0, 0, 2, 1, 1, 3, 6, 8, 
P000055, 2, 3, 9, 0, -1, -9, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 210, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 3, 5, 9, 2, 7, 1, 
P000058, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 252, 0, 0, 64, 0, 5, 0, 0, 0, 0, 0, 9, 7, 8, 4, 1, 8, 
P000059, 2, 3, 9, 0, -1, -9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 7, 315, 0, 0, 0, 0, 0, 0, 9, 0, 6, 7, 5, 8, 1, 9, 
P000060, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 35, 0, 12, 192, 0, 0, 0, 42, 0, 0, 0, 0, 5, 2, 2, 7, 6, 8, 
P000061, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 21, 0, 18, 144, 0, 0, 0, 63, 0, 0, 0, 0, 3, 2, 2, 7, 9, 4, 
P000063, 2, 3, 9, 0, -1, -9, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 0, 0, 36, 0, 0, 60, 0, 0, 0, 0, 0, 0, 6, 0, 9, 2, 5, 4, 1, 6, 
P000069, 2, 3, 9, 0, -1, -9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 112, 8, 0, 0, 0, 0, 10, 0, 0, 6, 7, 1, 2, 2, 8, 
P000070, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 36, 0, 5, 0, 0, 0, 0, 0, 128, 0, 0, 27, 0, 0, 8, 0, 0, 0, 0, 4, 4, 9, 1, 8, 3, 
P000076, 2, 3, 9, 0, -1, -9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 105, 0, 0, 54, 0, 0, 0, 0, 0, 18, 0, 1, 7, 9, 5, 3, 6, 
P000077, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 15, 0, 3, 0, 0, 0, 0, 0, 7, 1, 5, 2, 1, 3, 
P000078, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 12, 0, 2, 0, 0, 0, 0, 0, 48, 0, 0, 18, 0, 0, 8, 0, 0, 0, 0, 1, 6, 2, 1, 8, 9, 
P000079, 2, 3, 9, 0, -1, -9, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 90, 0, 0, 12, 0, 0, 0, 0, 0, 30, 0, 9, 2, 2, 1, 5, 6, 
P000080, 2, 3, 9, 0, -1, -9, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 80, 16, 0, 0, 0, 0, 9, 0, 0, 8, 1, 4, 3, 5, 4, 
P000081, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 36, 0, 40, 80, 0, 0, 0, 45, 0, 0, 0, 0, 4, 8, 1, 9, 5, 2, 
P000082, 2, 3, 9, 0, -1, -9, 0, 0, 16, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 80, 0, 0, 24, 0, 0, 0, 0, 8, 0, 0, 2, 8, 8, 1, 5, 3, 
P000084, 2, 3, 9, 0, -1, -9, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 120, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 2, 4, 9, 3, 5, 1, 
