P000001, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 24, 6, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 72, 0, 2, 2, 6, 2, 2, 1, 5, 8, 9, 
P000002, 3, 3, 9, 3, -1, -12, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 625, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 2, 6, 5, 5, 8, 5, 5, 7, 
P000003, 3, 3, 9, 3, -1, -12, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 16, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 7, 4, 6, 2, 2, 8, 2, 2, 5, 
P000004, 3, 3, 9, 3, -1, -12, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 1, 4, 2, 2, 6, 2, 2, 8, 
P000005, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 625, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 5, 1, 5, 5, 3, 7, 8, 4, 
P000006, 3, 3, 9, 3, -1, -12, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 81, 0, 63, 0, 0, 0, 0, 0, 0, 3, 0, 8, 6, 5, 3, 3, 7, 3, 3, 1, 
P000007, 3, 3, 9, 2, -1, -12, 0, 0, 12, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 60, 0, 0, 0, 0, 4, 0, 0, 0, 12, 0, 4, 3, 3, 5, 3, 3, 2, 2, 6, 
P000008, 3, 3, 9, 4, -1, -12, 0, 0, 0, 0, 0, 18, 0, 16, 0, 5, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 9, 8, 3, 3, 6, 3, 3, 
P000009, 3, 3, 9, 3, -1, -12, 0, 15, 0, 0, 0, 35, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 16, 0, 24, 6, 0, 0, 0, 0, 0, 0, 0, 8, 7, 5, 2, 2, 6, 2, 2, 1, 
P000010, 3, 3, 9, 2, -1, -12, 0, 12, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 10, 0, 0, 0, 0, 0, 7, 5, 5, 4, 5, 5, 8, 2, 6, 
P000011, 3, 3, 9, 3, -1, -12, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 336, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 256, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 7, 6, 4, 4, 6, 4, 4, 5, 
P000012, 3, 3, 9, 4, -1, -12, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 24, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 12, 0, 0, 0, 0, 0, 1, 6, 9, 1, 4, 4, 8, 4, 4, 
P000013, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 81, 0, 72, 8, 0, 0, 9, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 14, 0, 0, 3, 3, 4, 3, 3, 2, 5, 6, 8, 
P000014, 3, 3, 9, 2, -1, -12, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 42, 0, 0, 0, 0, 9, 0, 0, 0, 18, 0, 8, 3, 3, 1, 3, 3, 7, 2, 9, 
P000015, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 72, 8, 0, 0, 0, 0, 0, 24, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 8, 0, 3, 3, 1, 3, 3, 8, 5, 2, 4, 
P000016, 3, 3, 9, 2, -1, -12, 0, 0, 24, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 256, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 160, 0, 0, 0, 0, 0, 0, 10, 0, 6, 4, 4, 9, 4, 4, 1, 5, 2, 
P000017, 3, 3, 9, 2, -1, -12, 0, 8, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 8, 0, 0, 0, 0, 3, 5, 5, 8, 5, 5, 8, 1, 6, 
P000018, 3, 3, 9, 2, -1, -12, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 32, 128, 0, 16, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 30, 0, 15, 0, 0, 4, 2, 2, 8, 2, 2, 5, 6, 9, 
P000019, 3, 3, 9, 3, -1, -12, 0, 0, 56, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 81, 0, 405, 0, 0, 0, 0, 0, 0, 15, 0, 8, 7, 4, 3, 3, 9, 3, 3, 5, 
P000020, 3, 3, 9, 3, -1, -12, 0, 0, 72, 0, 0, 36, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 16, 0, 24, 6, 0, 0, 0, 0, 0, 0, 0, 8, 9, 4, 2, 2, 6, 2, 2, 1, 
P000021, 3, 3, 9, 3, -1, -12, 0, 0, 18, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 256, 0, 256, 16, 0, 0, 0, 0, 0, 0, 0, 3, 6, 7, 4, 4, 2, 4, 4, 8, 
P000022, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 12, 0, 4, 0, 0, 0, 13, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 28, 0, 0, 3, 0, 5, 0, 0, 2, 2, 6, 2, 2, 7, 3, 1, 4, 
P000023, 3, 3, 9, 2, -1, -12, 0, 0, 0, 0, 0, 16, 0, 13, 0, 0, 0, 0, 0, 0, 0, 256, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 12, 336, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 4, 8, 4, 4, 6, 3, 7, 
P000024, 3, 3, 9, 2, -1, -12, 0, 13, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 8, 0, 0, 0, 0, 0, 8, 5, 5, 6, 5, 5, 6, 2, 3, 
P000025, 3, 3, 9, 2, -1, -12, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 6, 0, 0, 0, 0, 0, 6, 5, 5, 9, 5, 5, 3, 3, 1, 
P000026, 3, 3, 9, 2, -1, -12, 0, 10, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 8, 2, 2, 6, 2, 2, 1, 5, 4, 
P000027, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 625, 0, 450, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 5, 2, 5, 5, 9, 3, 8, 7, 
P000028, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 15, 0, 625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 700, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 5, 5, 6, 5, 5, 9, 7, 4, 9, 
P000029, 3, 3, 9, 1, -1, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 96, 0, 0, 27, 0, 0, 6, 0, 0, 0, 0, 4, 4, 5, 4, 4, 9, 1, 6, 3, 
P000030, 3, 3, 9, 2, -1, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 144, 0, 0, 0, 0, 0, 18, 0, 16, 0, 0, 6, 4, 4, 2, 4, 4, 2, 9, 7, 
P000031, 3, 3, 9, 2, -1, -12, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 28, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 5, 0, 0, 0, 0, 4, 3, 3, 7, 3, 3, 5, 1, 9, 
P000032, 3, 3, 9, 3, -1, -12, 0, 0, 12, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 6, 2, 8, 5, 5, 1, 5, 5, 4, 
P000033, 3, 3, 9, 3, -1, -12, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 8, 2, 2, 3, 3, 5, 3, 3, 6, 
P000034, 3, 3, 9, 2, -1, -12, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 40, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 0, 0, 96, 0, 0, 0, 12, 0, 10, 0, 0, 8, 2, 2, 5, 2, 2, 3, 4, 6, 
P000035, 3, 3, 9, 4, -1, -12, 0, 11, 0, 0, 0, 8, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 2, 6, 3, 3, 1, 3, 3, 
